"ITEM","Item","BANK","Bank","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"IN08CE","8.c. Other net provisions","ALL","All banks","POL","Poland","2008","2008",152.903,,
"IN08CE","8.c. Other net provisions","ALL","All banks","POL","Poland","2009","2009",205.387,,
"IN08CE","8.c. Other net provisions","ALL","All banks","SVK","Slovak Republic","1999","1999",241.285,,
"IN08CE","8.c. Other net provisions","ALL","All banks","SVK","Slovak Republic","2000","2000",-816.208,,
"IN08CE","8.c. Other net provisions","ALL","All banks","SVK","Slovak Republic","2001","2001",45.014,,
"IN08CE","8.c. Other net provisions","ALL","All banks","SVK","Slovak Republic","2002","2002",-32.747,,
"IN08CE","8.c. Other net provisions","ALL","All banks","SVK","Slovak Republic","2003","2003",-215.866,,
"IN08CE","8.c. Other net provisions","ALL","All banks","SVK","Slovak Republic","2004","2004",-7.32,,
"IN08CE","8.c. Other net provisions","ALL","All banks","SVK","Slovak Republic","2005","2005",-17.99,,
"IN08CE","8.c. Other net provisions","ALL","All banks","SVK","Slovak Republic","2006","2006",1.36,,
"IN08CE","8.c. Other net provisions","ALL","All banks","SVK","Slovak Republic","2007","2007",3.81,,
"IN08CE","8.c. Other net provisions","ALL","All banks","ESP","Spain","1999","1999",263,,
"IN08CE","8.c. Other net provisions","ALL","All banks","ESP","Spain","2000","2000",992,,
"IN08CE","8.c. Other net provisions","ALL","All banks","ESP","Spain","2001","2001",786,,
"IN08CE","8.c. Other net provisions","ALL","All banks","ESP","Spain","2002","2002",457,,
"IN08CE","8.c. Other net provisions","ALL","All banks","ESP","Spain","2003","2003",2376,,
"IN08CE","8.c. Other net provisions","ALL","All banks","ESP","Spain","2004","2004",842,,
"IN08CE","8.c. Other net provisions","ALL","All banks","ESP","Spain","2005","2005",2004,,
"IN08CE","8.c. Other net provisions","ALL","All banks","ESP","Spain","2006","2006",2954,,
"IN08CE","8.c. Other net provisions","ALL","All banks","ESP","Spain","2007","2007",1372,,
"IN08CE","8.c. Other net provisions","ALL","All banks","ESP","Spain","2008","2008",3650,,
"IN08CE","8.c. Other net provisions","ALL","All banks","ESP","Spain","2009","2009",3934,,
"IN08CE","8.c. Other net provisions","ALL","All banks","SWE","Sweden","2002","2002",-2181,,
"IN08CE","8.c. Other net provisions","ALL","All banks","SWE","Sweden","2003","2003",-1566,,
"IN08CE","8.c. Other net provisions","ALL","All banks","SWE","Sweden","2004","2004",-29907,,
"IN08CE","8.c. Other net provisions","ALL","All banks","SWE","Sweden","2005","2005",-14256,,
"IN08CE","8.c. Other net provisions","ALL","All banks","SWE","Sweden","2006","2006",-4681,,
"IN08CE","8.c. Other net provisions","ALL","All banks","SWE","Sweden","2007","2007",-2661,,
"IN08CE","8.c. Other net provisions","ALL","All banks","SWE","Sweden","2008","2008",-571,,
"IN08CE","8.c. Other net provisions","ALL","All banks","SWE","Sweden","2009","2009",-7822,,
"IN08CE","8.c. Other net provisions","ALL","All banks","CHL","Chile","1999","1999",27128.263,,
"IN08CE","8.c. Other net provisions","ALL","All banks","CHL","Chile","2000","2000",25732.869,,
"IN08CE","8.c. Other net provisions","ALL","All banks","CHL","Chile","2001","2001",26170.251,,
"IN08CE","8.c. Other net provisions","ALL","All banks","CHL","Chile","2002","2002",-14025.279,,
"IN08CE","8.c. Other net provisions","ALL","All banks","CHL","Chile","2003","2003",498.641,,
"IN08CE","8.c. Other net provisions","ALL","All banks","CHL","Chile","2004","2004",9265.577,,
"IN08CE","8.c. Other net provisions","ALL","All banks","CHL","Chile","2005","2005",5400.783,,
"IN08CE","8.c. Other net provisions","ALL","All banks","CHL","Chile","2006","2006",2317.397,,
"IN08CE","8.c. Other net provisions","ALL","All banks","CHL","Chile","2007","2007",1742.502,,
"IN08CE","8.c. Other net provisions","ALL","All banks","CHL","Chile","2008","2008",61812,,
"IN08CE","8.c. Other net provisions","ALL","All banks","CHL","Chile","2009","2009",89233,,
"IN08CE","8.c. Other net provisions","ALL","All banks","EST","Estonia","1999","1999",0.001,,
"IN08CE","8.c. Other net provisions","ALL","All banks","EST","Estonia","2000","2000",0,,
"IN08CE","8.c. Other net provisions","ALL","All banks","EST","Estonia","2001","2001",0,,
"IN08CE","8.c. Other net provisions","ALL","All banks","EST","Estonia","2002","2002",0,,
"IN08CE","8.c. Other net provisions","ALL","All banks","EST","Estonia","2003","2003",0,,
"IN08CE","8.c. Other net provisions","ALL","All banks","EST","Estonia","2004","2004",0,,
"IN08CE","8.c. Other net provisions","ALL","All banks","EST","Estonia","2005","2005",0,,
"IN08CE","8.c. Other net provisions","ALL","All banks","EST","Estonia","2006","2006",0,,
"IN08CE","8.c. Other net provisions","ALL","All banks","EST","Estonia","2007","2007",0,,
"IN08CE","8.c. Other net provisions","ALL","All banks","EST","Estonia","2008","2008",0.038,,
"IN08CE","8.c. Other net provisions","ALL","All banks","EST","Estonia","2009","2009",0.859,,
"IN08CE","8.c. Other net provisions","ALL","All banks","SVN","Slovenia","2002","2002",10.335,,
"IN08CE","8.c. Other net provisions","ALL","All banks","SVN","Slovenia","2003","2003",32.396,,
"IN08CE","8.c. Other net provisions","ALL","All banks","SVN","Slovenia","2004","2004",32.778,,
"IN08CE","8.c. Other net provisions","ALL","All banks","SVN","Slovenia","2005","2005",33.758,,
"IN08CE","8.c. Other net provisions","ALL","All banks","SVN","Slovenia","2006","2006",11.345,,
"IN08CE","8.c. Other net provisions","ALL","All banks","SVN","Slovenia","2007","2007",42.188,,
"IN08CE","8.c. Other net provisions","ALL","All banks","SVN","Slovenia","2008","2008",-15.568,,
"IN08CE","8.c. Other net provisions","ALL","All banks","SVN","Slovenia","2009","2009",27.481,,
"IN09TD","9. Income before tax ","ALL","All banks","AUT","Austria","1999","1999",2237.379,,
"IN09TD","9. Income before tax ","ALL","All banks","AUT","Austria","2000","2000",2819.706,,
"IN09TD","9. Income before tax ","ALL","All banks","AUT","Austria","2001","2001",3115.339,,
"IN09TD","9. Income before tax ","ALL","All banks","AUT","Austria","2002","2002",1908.171,,
"IN09TD","9. Income before tax ","ALL","All banks","AUT","Austria","2003","2003",2459,,
"IN09TD","9. Income before tax ","ALL","All banks","AUT","Austria","2004","2004",3711,,
"IN09TD","9. Income before tax ","ALL","All banks","AUT","Austria","2005","2005",4002,,
"IN09TD","9. Income before tax ","ALL","All banks","AUT","Austria","2006","2006",6733,,
"IN09TD","9. Income before tax ","ALL","All banks","AUT","Austria","2007","2007",5155,,
"IN09TD","9. Income before tax ","ALL","All banks","AUT","Austria","2008","2008",-1268,,
"IN09TD","9. Income before tax ","ALL","All banks","BEL","Belgium","1999","1999",3197.582,,
"IN09TD","9. Income before tax ","ALL","All banks","BEL","Belgium","2000","2000",4802.941,,
"IN09TD","9. Income before tax ","ALL","All banks","BEL","Belgium","2001","2001",4649.56,,
"IN09TD","9. Income before tax ","ALL","All banks","BEL","Belgium","2002","2002",3608.563,,
"IN09TD","9. Income before tax ","ALL","All banks","BEL","Belgium","2003","2003",4988.653,,
"IN09TD","9. Income before tax ","ALL","All banks","BEL","Belgium","2004","2004",4212.138,,
"IN09TD","9. Income before tax ","ALL","All banks","BEL","Belgium","2005","2005",5316.98,,
"IN09TD","9. Income before tax ","ALL","All banks","BEL","Belgium","2006","2006",8872.018,,
"IN09TD","9. Income before tax ","ALL","All banks","BEL","Belgium","2007","2007",3627.489,,
"IN09TD","9. Income before tax ","ALL","All banks","BEL","Belgium","2008","2008",-19294.849,,
"IN09TD","9. Income before tax ","ALL","All banks","BEL","Belgium","2009","2009",-2712.891,,
"IN09TD","9. Income before tax ","ALL","All banks","CAN","Canada","1999","1999",16825,,
"IN09TD","9. Income before tax ","ALL","All banks","CAN","Canada","2000","2000",17823,,
"IN09TD","9. Income before tax ","ALL","All banks","CAN","Canada","2001","2001",16679,,
"IN09TD","9. Income before tax ","ALL","All banks","CAN","Canada","2002","2002",13207,,
"IN09TD","9. Income before tax ","ALL","All banks","CAN","Canada","2003","2003",19512,,
"IN09TD","9. Income before tax ","ALL","All banks","CAN","Canada","2004","2004",23602,,
"IN09TD","9. Income before tax ","ALL","All banks","CAN","Canada","2005","2005",21123,,
"IN09TD","9. Income before tax ","ALL","All banks","CAN","Canada","2006","2006",28603,,
"IN09TD","9. Income before tax ","ALL","All banks","CAN","Canada","2007","2007",28864,,
"IN09TD","9. Income before tax ","ALL","All banks","CAN","Canada","2008","2008",18270,,
"IN09TD","9. Income before tax ","ALL","All banks","CAN","Canada","2009","2009",22449,,
"IN09TD","9. Income before tax ","ALL","All banks","CZE","Czech Republic","1999","1999",-37976.34,,
"IN09TD","9. Income before tax ","ALL","All banks","CZE","Czech Republic","2000","2000",185.61,,
"IN09TD","9. Income before tax ","ALL","All banks","CZE","Czech Republic","2001","2001",22942.38,,
"IN09TD","9. Income before tax ","ALL","All banks","CZE","Czech Republic","2002","2002",39665.862,,
"IN09TD","9. Income before tax ","ALL","All banks","CZE","Czech Republic","2003","2003",41261.718,,
"IN09TD","9. Income before tax ","ALL","All banks","CZE","Czech Republic","2004","2004",45109.499,,
"IN09TD","9. Income before tax ","ALL","All banks","CZE","Czech Republic","2005","2005",49272.402,,
"IN09TD","9. Income before tax ","ALL","All banks","CZE","Czech Republic","2006","2006",49141.674,,
"IN09TD","9. Income before tax ","ALL","All banks","CZE","Czech Republic","2007","2007",59200.559,,
"IN09TD","9. Income before tax ","ALL","All banks","CZE","Czech Republic","2008","2008",54039.42,,
"IN09TD","9. Income before tax ","ALL","All banks","CZE","Czech Republic","2009","2009",71214.111,,
"IN09TD","9. Income before tax ","ALL","All banks","DNK","Denmark","1999","1999",13553,,
"IN09TD","9. Income before tax ","ALL","All banks","DNK","Denmark","2000","2000",17805,,
"IN09TD","9. Income before tax ","ALL","All banks","DNK","Denmark","2001","2001",20183,,
"IN09TD","9. Income before tax ","ALL","All banks","DNK","Denmark","2002","2002",20324.725,,
"IN09TD","9. Income before tax ","ALL","All banks","DNK","Denmark","2003","2003",23554.049,,
"IN09TD","9. Income before tax ","ALL","All banks","DNK","Denmark","2004","2004",29795.61,,
"IN09TD","9. Income before tax ","ALL","All banks","DNK","Denmark","2005","2005",35121.789,,
"IN09TD","9. Income before tax ","ALL","All banks","DNK","Denmark","2006","2006",42426.387,,
"IN09TD","9. Income before tax ","ALL","All banks","DNK","Denmark","2007","2007",39701.82,,
"IN09TD","9. Income before tax ","ALL","All banks","DNK","Denmark","2008","2008",-6418.684,,
"IN09TD","9. Income before tax ","ALL","All banks","DNK","Denmark","2009","2009",-15612.547,,
"IN09TD","9. Income before tax ","ALL","All banks","FIN","Finland","1999","1999",1393.423,,
"IN09TD","9. Income before tax ","ALL","All banks","FIN","Finland","2000","2000",1854.824,,
"IN09TD","9. Income before tax ","ALL","All banks","FIN","Finland","2001","2001",4410.195,,
"IN09TD","9. Income before tax ","ALL","All banks","FIN","Finland","2002","2002",1587.518,,
"IN09TD","9. Income before tax ","ALL","All banks","FIN","Finland","2003","2003",2698.447,,
"IN09TD","9. Income before tax ","ALL","All banks","FIN","Finland","2004","2004",1549.031,,
"IN09TD","9. Income before tax ","ALL","All banks","FIN","Finland","2005","2005",1985.713,,
"IN09TD","9. Income before tax ","ALL","All banks","FIN","Finland","2006","2006",2562.511,,
"IN09TD","9. Income before tax ","ALL","All banks","FIN","Finland","2007","2007",3354.852,,
"IN09TD","9. Income before tax ","ALL","All banks","FIN","Finland","2008","2008",2434.513,,
"IN09TD","9. Income before tax ","ALL","All banks","FIN","Finland","2009","2009",2051.211,,
"IN09TD","9. Income before tax ","ALL","All banks","FRA","France","1999","1999",17387.88,,
"IN09TD","9. Income before tax ","ALL","All banks","FRA","France","2000","2000",19395.02,,
"IN09TD","9. Income before tax ","ALL","All banks","FRA","France","2001","2001",21597,,
"IN09TD","9. Income before tax ","ALL","All banks","FRA","France","2002","2002",20476,,
"IN09TD","9. Income before tax ","ALL","All banks","FRA","France","2003","2003",21502,,
"IN09TD","9. Income before tax ","ALL","All banks","FRA","France","2004","2004",23818.148,,
"IN09TD","9. Income before tax ","ALL","All banks","FRA","France","2005","2005",26429.986,,
"IN09TD","9. Income before tax ","ALL","All banks","FRA","France","2006","2006",39209.552,,
"IN09TD","9. Income before tax ","ALL","All banks","FRA","France","2007","2007",22434.345,,
"IN09TD","9. Income before tax ","ALL","All banks","FRA","France","2008","2008",-9274.271,,
"IN09TD","9. Income before tax ","ALL","All banks","FRA","France","2009","2009",21524.026,,
"IN09TD","9. Income before tax ","ALL","All banks","DEU","Germany","1999","1999",18270,,
"IN09TD","9. Income before tax ","ALL","All banks","DEU","Germany","2000","2000",17106,,
"IN09TD","9. Income before tax ","ALL","All banks","DEU","Germany","2001","2001",11836,,
"IN09TD","9. Income before tax ","ALL","All banks","DEU","Germany","2002","2002",8413,,
"IN09TD","9. Income before tax ","ALL","All banks","DEU","Germany","2003","2003",-319,,
"IN09TD","9. Income before tax ","ALL","All banks","DEU","Germany","2004","2004",7648,,
"IN09TD","9. Income before tax ","ALL","All banks","DEU","Germany","2005","2005",30344,,
"IN09TD","9. Income before tax ","ALL","All banks","DEU","Germany","2006","2006",24451,,
"IN09TD","9. Income before tax ","ALL","All banks","DEU","Germany","2007","2007",25579,,
"IN09TD","9. Income before tax ","ALL","All banks","DEU","Germany","2008","2008",-18799,,
"IN09TD","9. Income before tax ","ALL","All banks","DEU","Germany","2009","2009",-3099,,
"IN09TD","9. Income before tax ","ALL","All banks","IRL","Ireland","1999","1999",3478.7,,
"IN09TD","9. Income before tax ","ALL","All banks","IRL","Ireland","2000","2000",4172.4,,
"IN09TD","9. Income before tax ","ALL","All banks","IRL","Ireland","2001","2001",3479.9,,
"IN09TD","9. Income before tax ","ALL","All banks","IRL","Ireland","2002","2002",4888,,
"IN09TD","9. Income before tax ","ALL","All banks","IRL","Ireland","2003","2003",4894,,
"IN09TD","9. Income before tax ","ALL","All banks","IRL","Ireland","2004","2004",6175,,
"IN09TD","9. Income before tax ","ALL","All banks","IRL","Ireland","2005","2005",7408.09,,
"IN09TD","9. Income before tax ","ALL","All banks","IRL","Ireland","2006","2006",8437.474,,
"IN09TD","9. Income before tax ","ALL","All banks","IRL","Ireland","2007","2007",8638.137,,
"IN09TD","9. Income before tax ","ALL","All banks","IRL","Ireland","2008","2008",780.985,,
"IN09TD","9. Income before tax ","ALL","All banks","IRL","Ireland","2009","2009",-23999.493,,
"IN09TD","9. Income before tax ","ALL","All banks","ITA","Italy","1999","1999",16406,,
"IN09TD","9. Income before tax ","ALL","All banks","ITA","Italy","2000","2000",22652.15,,
"IN09TD","9. Income before tax ","ALL","All banks","ITA","Italy","2001","2001",18649,,
"IN09TD","9. Income before tax ","ALL","All banks","ITA","Italy","2002","2002",15916.23,,
"IN09TD","9. Income before tax ","ALL","All banks","ITA","Italy","2003","2003",15830.56,,
"IN09TD","9. Income before tax ","ALL","All banks","ITA","Italy","2004","2004",20676.901,,
"IN09TD","9. Income before tax ","ALL","All banks","ITA","Italy","2005","2005",22635.7,,
"IN09TD","9. Income before tax ","ALL","All banks","ITA","Italy","2006","2006",30199.98,,
"IN09TD","9. Income before tax ","ALL","All banks","ITA","Italy","2007","2007",32056.89,,
"IN09TD","9. Income before tax ","ALL","All banks","ITA","Italy","2008","2008",11853.88,,
"IN09TD","9. Income before tax ","ALL","All banks","ITA","Italy","2009","2009",11055.83,,
"IN09TD","9. Income before tax ","ALL","All banks","JPN","Japan","1999","1999",2341800,,
"IN09TD","9. Income before tax ","ALL","All banks","JPN","Japan","2000","2000",86400,,
"IN09TD","9. Income before tax ","ALL","All banks","JPN","Japan","2001","2001",-6012400,,
"IN09TD","9. Income before tax ","ALL","All banks","JPN","Japan","2002","2002",-4966400,,
"IN09TD","9. Income before tax ","ALL","All banks","JPN","Japan","2003","2003",992000,,
"IN09TD","9. Income before tax ","ALL","All banks","JPN","Japan","2004","2004",2603968,,
"IN09TD","9. Income before tax ","ALL","All banks","JPN","Japan","2005","2005",5928538,,
