"ITEM","Item","BANK","Bank","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"IN05TD","5. Net interest and non-interest income","ALL","All banks","SVN","Slovenia","2005","2005",1260.372,,
"IN05TD","5. Net interest and non-interest income","ALL","All banks","SVN","Slovenia","2006","2006",1410.58,,
"IN05TD","5. Net interest and non-interest income","ALL","All banks","SVN","Slovenia","2007","2007",1703.425,,
"IN05TD","5. Net interest and non-interest income","ALL","All banks","SVN","Slovenia","2008","2008",1655.171,,
"IN05TD","5. Net interest and non-interest income","ALL","All banks","SVN","Slovenia","2009","2009",1719.048,,
"IN06TE","6. Operating expenses","ALL","All banks","AUT","Austria","1999","1999",8426.415,,
"IN06TE","6. Operating expenses","ALL","All banks","AUT","Austria","2000","2000",8928.439,,
"IN06TE","6. Operating expenses","ALL","All banks","AUT","Austria","2001","2001",9382.499,,
"IN06TE","6. Operating expenses","ALL","All banks","AUT","Austria","2002","2002",9469.779,,
"IN06TE","6. Operating expenses","ALL","All banks","AUT","Austria","2003","2003",9400,,
"IN06TE","6. Operating expenses","ALL","All banks","AUT","Austria","2004","2004",9551,,
"IN06TE","6. Operating expenses","ALL","All banks","AUT","Austria","2005","2005",9829,,
"IN06TE","6. Operating expenses","ALL","All banks","AUT","Austria","2006","2006",10576,,
"IN06TE","6. Operating expenses","ALL","All banks","AUT","Austria","2007","2007",10624,,
"IN06TE","6. Operating expenses","ALL","All banks","AUT","Austria","2008","2008",11081,,
"IN06TE","6. Operating expenses","ALL","All banks","BEL","Belgium","1999","1999",8384.416,,
"IN06TE","6. Operating expenses","ALL","All banks","BEL","Belgium","2000","2000",8967.115,,
"IN06TE","6. Operating expenses","ALL","All banks","BEL","Belgium","2001","2001",9608.384,,
"IN06TE","6. Operating expenses","ALL","All banks","BEL","Belgium","2002","2002",9143.517,,
"IN06TE","6. Operating expenses","ALL","All banks","BEL","Belgium","2003","2003",8698.145,,
"IN06TE","6. Operating expenses","ALL","All banks","BEL","Belgium","2004","2004",8798.551,,
"IN06TE","6. Operating expenses","ALL","All banks","BEL","Belgium","2005","2005",8793.967,,
"IN06TE","6. Operating expenses","ALL","All banks","BEL","Belgium","2006","2006",9722.004,,
"IN06TE","6. Operating expenses","ALL","All banks","BEL","Belgium","2007","2007",10580.689,,
"IN06TE","6. Operating expenses","ALL","All banks","BEL","Belgium","2008","2008",10992.583,,
"IN06TE","6. Operating expenses","ALL","All banks","BEL","Belgium","2009","2009",11694.959,,
"IN06TE","6. Operating expenses","ALL","All banks","CAN","Canada","1999","1999",39604,,
"IN06TE","6. Operating expenses","ALL","All banks","CAN","Canada","2000","2000",43760,,
"IN06TE","6. Operating expenses","ALL","All banks","CAN","Canada","2001","2001",47399,,
"IN06TE","6. Operating expenses","ALL","All banks","CAN","Canada","2002","2002",48431,,
"IN06TE","6. Operating expenses","ALL","All banks","CAN","Canada","2003","2003",48672,,
"IN06TE","6. Operating expenses","ALL","All banks","CAN","Canada","2004","2004",50129,,
"IN06TE","6. Operating expenses","ALL","All banks","CAN","Canada","2005","2005",55523,,
"IN06TE","6. Operating expenses","ALL","All banks","CAN","Canada","2006","2006",53542,,
"IN06TE","6. Operating expenses","ALL","All banks","CAN","Canada","2007","2007",56710,,
"IN06TE","6. Operating expenses","ALL","All banks","CAN","Canada","2008","2008",58492,,
"IN06TE","6. Operating expenses","ALL","All banks","CAN","Canada","2009","2009",64595,,
"IN06TE","6. Operating expenses","ALL","All banks","CZE","Czech Republic","1999","1999",334327.11,,
"IN06TE","6. Operating expenses","ALL","All banks","CZE","Czech Republic","2000","2000",555902.32,,
"IN06TE","6. Operating expenses","ALL","All banks","CZE","Czech Republic","2001","2001",85280.11,,
"IN06TE","6. Operating expenses","ALL","All banks","CZE","Czech Republic","2002","2002",79037.242,,
"IN06TE","6. Operating expenses","ALL","All banks","CZE","Czech Republic","2003","2003",85667.163,,
"IN06TE","6. Operating expenses","ALL","All banks","CZE","Czech Republic","2004","2004",85203.413,,
"IN06TE","6. Operating expenses","ALL","All banks","CZE","Czech Republic","2005","2005",51785.559,,
"IN06TE","6. Operating expenses","ALL","All banks","CZE","Czech Republic","2006","2006",55652.001,,
"IN06TE","6. Operating expenses","ALL","All banks","CZE","Czech Republic","2007","2007",59672.597,,
"IN06TE","6. Operating expenses","ALL","All banks","CZE","Czech Republic","2008","2008",61685.35,,
"IN06TE","6. Operating expenses","ALL","All banks","CZE","Czech Republic","2009","2009",60340.31,,
"IN06TE","6. Operating expenses","ALL","All banks","DNK","Denmark","1999","1999",29381,,
"IN06TE","6. Operating expenses","ALL","All banks","DNK","Denmark","2000","2000",33346,,
"IN06TE","6. Operating expenses","ALL","All banks","DNK","Denmark","2001","2001",30672,,
"IN06TE","6. Operating expenses","ALL","All banks","DNK","Denmark","2002","2002",31026.326,,
"IN06TE","6. Operating expenses","ALL","All banks","DNK","Denmark","2003","2003",31813.431,,
"IN06TE","6. Operating expenses","ALL","All banks","DNK","Denmark","2004","2004",32756.453,,
"IN06TE","6. Operating expenses","ALL","All banks","DNK","Denmark","2005","2005",33865.579,,
"IN06TE","6. Operating expenses","ALL","All banks","DNK","Denmark","2006","2006",37283.143,,
"IN06TE","6. Operating expenses","ALL","All banks","DNK","Denmark","2007","2007",42981.09,,
"IN06TE","6. Operating expenses","ALL","All banks","DNK","Denmark","2008","2008",48264.765,,
"IN06TE","6. Operating expenses","ALL","All banks","DNK","Denmark","2009","2009",55329.981,,
"IN06TE","6. Operating expenses","ALL","All banks","FIN","Finland","1999","1999",2194.591,,
"IN06TE","6. Operating expenses","ALL","All banks","FIN","Finland","2000","2000",2279.61,,
"IN06TE","6. Operating expenses","ALL","All banks","FIN","Finland","2001","2001",2436.855,,
"IN06TE","6. Operating expenses","ALL","All banks","FIN","Finland","2002","2002",2427.868,,
"IN06TE","6. Operating expenses","ALL","All banks","FIN","Finland","2003","2003",2737.211,,
"IN06TE","6. Operating expenses","ALL","All banks","FIN","Finland","2004","2004",2397.772,,
"IN06TE","6. Operating expenses","ALL","All banks","FIN","Finland","2005","2005",2024.316,,
"IN06TE","6. Operating expenses","ALL","All banks","FIN","Finland","2006","2006",2168.379,,
"IN06TE","6. Operating expenses","ALL","All banks","FIN","Finland","2007","2007",2395.308,,
"IN06TE","6. Operating expenses","ALL","All banks","FIN","Finland","2008","2008",2547.519,,
"IN06TE","6. Operating expenses","ALL","All banks","FIN","Finland","2009","2009",2620.453,,
"IN06TE","6. Operating expenses","ALL","All banks","FRA","France","1999","1999",45424.01,,
"IN06TE","6. Operating expenses","ALL","All banks","FRA","France","2000","2000",48651.21,,
"IN06TE","6. Operating expenses","ALL","All banks","FRA","France","2001","2001",48946,,
"IN06TE","6. Operating expenses","ALL","All banks","FRA","France","2002","2002",49343,,
"IN06TE","6. Operating expenses","ALL","All banks","FRA","France","2003","2003",50746,,
"IN06TE","6. Operating expenses","ALL","All banks","FRA","France","2004","2004",46741.295,,
"IN06TE","6. Operating expenses","ALL","All banks","FRA","France","2005","2005",50107.93,,
"IN06TE","6. Operating expenses","ALL","All banks","FRA","France","2006","2006",58020.618,,
"IN06TE","6. Operating expenses","ALL","All banks","FRA","France","2007","2007",60040.512,,
"IN06TE","6. Operating expenses","ALL","All banks","FRA","France","2008","2008",61074.203,,
"IN06TE","6. Operating expenses","ALL","All banks","FRA","France","2009","2009",61529.693,,
"IN06TE","6. Operating expenses","ALL","All banks","DEU","Germany","1999","1999",67845,,
"IN06TE","6. Operating expenses","ALL","All banks","DEU","Germany","2000","2000",75150,,
"IN06TE","6. Operating expenses","ALL","All banks","DEU","Germany","2001","2001",78604,,
"IN06TE","6. Operating expenses","ALL","All banks","DEU","Germany","2002","2002",75704,,
"IN06TE","6. Operating expenses","ALL","All banks","DEU","Germany","2003","2003",74536,,
"IN06TE","6. Operating expenses","ALL","All banks","DEU","Germany","2004","2004",72743,,
"IN06TE","6. Operating expenses","ALL","All banks","DEU","Germany","2005","2005",75681,,
"IN06TE","6. Operating expenses","ALL","All banks","DEU","Germany","2006","2006",78064,,
"IN06TE","6. Operating expenses","ALL","All banks","DEU","Germany","2007","2007",78125,,
"IN06TE","6. Operating expenses","ALL","All banks","DEU","Germany","2008","2008",75345,,
"IN06TE","6. Operating expenses","ALL","All banks","DEU","Germany","2009","2009",78629,,
"IN06TE","6. Operating expenses","ALL","All banks","IRL","Ireland","1999","1999",3842.2,,
"IN06TE","6. Operating expenses","ALL","All banks","IRL","Ireland","2000","2000",4446.2,,
"IN06TE","6. Operating expenses","ALL","All banks","IRL","Ireland","2001","2001",5183.1,,
"IN06TE","6. Operating expenses","ALL","All banks","IRL","Ireland","2002","2002",5772,,
"IN06TE","6. Operating expenses","ALL","All banks","IRL","Ireland","2003","2003",5488,,
"IN06TE","6. Operating expenses","ALL","All banks","IRL","Ireland","2004","2004",6350,,
"IN06TE","6. Operating expenses","ALL","All banks","IRL","Ireland","2005","2005",6831.261,,
"IN06TE","6. Operating expenses","ALL","All banks","IRL","Ireland","2006","2006",8015.184,,
"IN06TE","6. Operating expenses","ALL","All banks","IRL","Ireland","2007","2007",8697.128,,
"IN06TE","6. Operating expenses","ALL","All banks","IRL","Ireland","2008","2008",8137.292,,
"IN06TE","6. Operating expenses","ALL","All banks","IRL","Ireland","2009","2009",6572.334,,
"IN06TE","6. Operating expenses","ALL","All banks","ITA","Italy","1999","1999",35340,,
"IN06TE","6. Operating expenses","ALL","All banks","ITA","Italy","2000","2000",36977,,
"IN06TE","6. Operating expenses","ALL","All banks","ITA","Italy","2001","2001",38611,,
"IN06TE","6. Operating expenses","ALL","All banks","ITA","Italy","2002","2002",40412.6,,
"IN06TE","6. Operating expenses","ALL","All banks","ITA","Italy","2003","2003",42354.3,,
"IN06TE","6. Operating expenses","ALL","All banks","ITA","Italy","2004","2004",42324,,
"IN06TE","6. Operating expenses","ALL","All banks","ITA","Italy","2005","2005",44329,,
"IN06TE","6. Operating expenses","ALL","All banks","ITA","Italy","2006","2006",47877.49,,
"IN06TE","6. Operating expenses","ALL","All banks","ITA","Italy","2007","2007",49566.9,,
"IN06TE","6. Operating expenses","ALL","All banks","ITA","Italy","2008","2008",50688.61,,
"IN06TE","6. Operating expenses","ALL","All banks","ITA","Italy","2009","2009",48339.67,,
"IN06TE","6. Operating expenses","ALL","All banks","JPN","Japan","1999","1999",7269100,,
"IN06TE","6. Operating expenses","ALL","All banks","JPN","Japan","2000","2000",7120600,,
"IN06TE","6. Operating expenses","ALL","All banks","JPN","Japan","2001","2001",6895600,,
"IN06TE","6. Operating expenses","ALL","All banks","JPN","Japan","2002","2002",6993200,,
"IN06TE","6. Operating expenses","ALL","All banks","JPN","Japan","2003","2003",6732400,,
"IN06TE","6. Operating expenses","ALL","All banks","JPN","Japan","2004","2004",6422174,,
"IN06TE","6. Operating expenses","ALL","All banks","JPN","Japan","2005","2005",6525589,,
"IN06TE","6. Operating expenses","ALL","All banks","JPN","Japan","2006","2006",6516732,,
"IN06TE","6. Operating expenses","ALL","All banks","JPN","Japan","2007","2007",6738134,,
"IN06TE","6. Operating expenses","ALL","All banks","JPN","Japan","2008","2008",6934819,,
"IN06TE","6. Operating expenses","ALL","All banks","KOR","Korea","1999","1999",8141000,,
"IN06TE","6. Operating expenses","ALL","All banks","KOR","Korea","2000","2000",8605000,,
"IN06TE","6. Operating expenses","ALL","All banks","KOR","Korea","2001","2001",8206000,,
"IN06TE","6. Operating expenses","ALL","All banks","KOR","Korea","2002","2002",10035000,,
"IN06TE","6. Operating expenses","ALL","All banks","KOR","Korea","2003","2003",11286000,,
"IN06TE","6. Operating expenses","ALL","All banks","KOR","Korea","2004","2004",13987337.608,,
"IN06TE","6. Operating expenses","ALL","All banks","KOR","Korea","2005","2005",15470579.041,,
"IN06TE","6. Operating expenses","ALL","All banks","KOR","Korea","2006","2006",16621904.138,,
"IN06TE","6. Operating expenses","ALL","All banks","KOR","Korea","2007","2007",18923766.039,,
"IN06TE","6. Operating expenses","ALL","All banks","KOR","Korea","2008","2008",19973313,,
"IN06TE","6. Operating expenses","ALL","All banks","KOR","Korea","2009","2009",19548296.109,,
"IN06TE","6. Operating expenses","ALL","All banks","LUX","Luxembourg","1999","1999",3072,,
"IN06TE","6. Operating expenses","ALL","All banks","LUX","Luxembourg","2000","2000",3618,,
"IN06TE","6. Operating expenses","ALL","All banks","LUX","Luxembourg","2001","2001",3807,,
"IN06TE","6. Operating expenses","ALL","All banks","LUX","Luxembourg","2002","2002",3286.534,,
"IN06TE","6. Operating expenses","ALL","All banks","LUX","Luxembourg","2003","2003",3160.401,,
"IN06TE","6. Operating expenses","ALL","All banks","LUX","Luxembourg","2004","2004",3309.587,,
"IN06TE","6. Operating expenses","ALL","All banks","LUX","Luxembourg","2005","2005",3493.606,,
"IN06TE","6. Operating expenses","ALL","All banks","LUX","Luxembourg","2006","2006",3836.662,,
"IN06TE","6. Operating expenses","ALL","All banks","LUX","Luxembourg","2007","2007",4264.039,,
"IN06TE","6. Operating expenses","ALL","All banks","LUX","Luxembourg","2008","2008",4566,,
"IN06TE","6. Operating expenses","ALL","All banks","MEX","Mexico","2000","2000",87263.84,,
"IN06TE","6. Operating expenses","ALL","All banks","MEX","Mexico","2001","2001",83052.458,,
"IN06TE","6. Operating expenses","ALL","All banks","MEX","Mexico","2002","2002",87343.486,,
"IN06TE","6. Operating expenses","ALL","All banks","MEX","Mexico","2003","2003",89389.526,,
"IN06TE","6. Operating expenses","ALL","All banks","MEX","Mexico","2004","2004",98605.611,,
"IN06TE","6. Operating expenses","ALL","All banks","MEX","Mexico","2005","2005",111618.085,,
"IN06TE","6. Operating expenses","ALL","All banks","MEX","Mexico","2006","2006",128001.396,,
"IN06TE","6. Operating expenses","ALL","All banks","MEX","Mexico","2007","2007",146995.275,,
"IN06TE","6. Operating expenses","ALL","All banks","MEX","Mexico","2008","2008",161688.078,,
"IN06TE","6. Operating expenses","ALL","All banks","MEX","Mexico","2009","2009",173496.289,,
"IN06TE","6. Operating expenses","ALL","All banks","NLD","Netherlands","1999","1999",25964.872,,
"IN06TE","6. Operating expenses","ALL","All banks","NLD","Netherlands","2000","2000",31129.922,,
"IN06TE","6. Operating expenses","ALL","All banks","NLD","Netherlands","2001","2001",31787.117,,
"IN06TE","6. Operating expenses","ALL","All banks","NLD","Netherlands","2002","2002",31086.317,,
"IN06TE","6. Operating expenses","ALL","All banks","NLD","Netherlands","2003","2003",30945.149,,
"IN06TE","6. Operating expenses","ALL","All banks","NLD","Netherlands","2004","2004",33747.506,,
"IN06TE","6. Operating expenses","ALL","All banks","NLD","Netherlands","2005","2005",37020.538,,
"IN06TE","6. Operating expenses","ALL","All banks","NLD","Netherlands","2006","2006",42042,,
"IN06TE","6. Operating expenses","ALL","All banks","NLD","Netherlands","2007","2007",41021,,
"IN06TE","6. Operating expenses","ALL","All banks","NLD","Netherlands","2008","2008",32968,,
"IN06TE","6. Operating expenses","ALL","All banks","NLD","Netherlands","2009","2009",29865,,
"IN06TE","6. Operating expenses","ALL","All banks","NZL","New Zealand","1999","1999",2948,,
"IN06TE","6. Operating expenses","ALL","All banks","NZL","New Zealand","2000","2000",3113.33,,
"IN06TE","6. Operating expenses","ALL","All banks","NZL","New Zealand","2001","2001",2998.57,,
"IN06TE","6. Operating expenses","ALL","All banks","NZL","New Zealand","2002","2002",3166.16,,
"IN06TE","6. Operating expenses","ALL","All banks","NZL","New Zealand","2003","2003",3418.102,,
"IN06TE","6. Operating expenses","ALL","All banks","NZL","New Zealand","2004","2004",3786.936,,
"IN06TE","6. Operating expenses","ALL","All banks","NZL","New Zealand","2005","2005",3845.604,,
"IN06TE","6. Operating expenses","ALL","All banks","NZL","New Zealand","2006","2006",3702.471,,
"IN06TE","6. Operating expenses","ALL","All banks","NZL","New Zealand","2007","2007",3869.757,,
"IN06TE","6. Operating expenses","ALL","All banks","NZL","New Zealand","2008","2008",4171.409,,
"IN06TE","6. Operating expenses","ALL","All banks","NZL","New Zealand","2009","2009",4271.854,,
"IN06TE","6. Operating expenses","ALL","All banks","NOR","Norway","1999","1999",21647,,
"IN06TE","6. Operating expenses","ALL","All banks","NOR","Norway","2000","2000",25187,,
"IN06TE","6. Operating expenses","ALL","All banks","NOR","Norway","2001","2001",27117,,
"IN06TE","6. Operating expenses","ALL","All banks","NOR","Norway","2002","2002",27708,,
"IN06TE","6. Operating expenses","ALL","All banks","NOR","Norway","2003","2003",28343,,
"IN06TE","6. Operating expenses","ALL","All banks","NOR","Norway","2004","2004",28622,,
"IN06TE","6. Operating expenses","ALL","All banks","NOR","Norway","2005","2005",28264,,
"IN06TE","6. Operating expenses","ALL","All banks","NOR","Norway","2006","2006",30182,,
"IN06TE","6. Operating expenses","ALL","All banks","NOR","Norway","2007","2007",32364,,
"IN06TE","6. Operating expenses","ALL","All banks","NOR","Norway","2008","2008",35072,,
"IN06TE","6. Operating expenses","ALL","All banks","NOR","Norway","2009","2009",37687,,
"IN06TE","6. Operating expenses","ALL","All banks","POL","Poland","1999","1999",14079,,
"IN06TE","6. Operating expenses","ALL","All banks","POL","Poland","2000","2000",17350,,
"IN06TE","6. Operating expenses","ALL","All banks","POL","Poland","2001","2001",18012,,
"IN06TE","6. Operating expenses","ALL","All banks","POL","Poland","2002","2002",18540,,
"IN06TE","6. Operating expenses","ALL","All banks","POL","Poland","2003","2003",18513,,
"IN06TE","6. Operating expenses","ALL","All banks","POL","Poland","2004","2004",19212.755,,
"IN06TE","6. Operating expenses","ALL","All banks","POL","Poland","2005","2005",19877.661,,
"IN06TE","6. Operating expenses","ALL","All banks","POL","Poland","2006","2006",21181.02,,
"IN06TE","6. Operating expenses","ALL","All banks","POL","Poland","2007","2007",24043.288,,
"IN06TE","6. Operating expenses","ALL","All banks","POL","Poland","2008","2008",27364.768,,
"IN06TE","6. Operating expenses","ALL","All banks","POL","Poland","2009","2009",27745.178,,
"IN06TE","6. Operating expenses","ALL","All banks","SVK","Slovak Republic","1999","1999",980.934,,
"IN06TE","6. Operating expenses","ALL","All banks","SVK","Slovak Republic","2000","2000",1143.715,,
"IN06TE","6. Operating expenses","ALL","All banks","SVK","Slovak Republic","2001","2001",1239.503,,
"IN06TE","6. Operating expenses","ALL","All banks","SVK","Slovak Republic","2002","2002",1197.053,,
"IN06TE","6. Operating expenses","ALL","All banks","SVK","Slovak Republic","2003","2003",1288.922,,
"IN06TE","6. Operating expenses","ALL","All banks","SVK","Slovak Republic","2004","2004",1335.755,,
"IN06TE","6. Operating expenses","ALL","All banks","SVK","Slovak Republic","2005","2005",1419.789,,
"IN06TE","6. Operating expenses","ALL","All banks","SVK","Slovak Republic","2006","2006",1173.906,,
"IN06TE","6. Operating expenses","ALL","All banks","SVK","Slovak Republic","2007","2007",1284.402,,
"IN06TE","6. Operating expenses","ALL","All banks","SVK","Slovak Republic","2008","2008",1271.991,,
"IN06TE","6. Operating expenses","ALL","All banks","SVK","Slovak Republic","2009","2009",1201.035,,
"IN06TE","6. Operating expenses","ALL","All banks","ESP","Spain","1999","1999",18867,,
"IN06TE","6. Operating expenses","ALL","All banks","ESP","Spain","2000","2000",21072,,
"IN06TE","6. Operating expenses","ALL","All banks","ESP","Spain","2001","2001",21337,,
"IN06TE","6. Operating expenses","ALL","All banks","ESP","Spain","2002","2002",22612,,
"IN06TE","6. Operating expenses","ALL","All banks","ESP","Spain","2003","2003",22487,,
"IN06TE","6. Operating expenses","ALL","All banks","ESP","Spain","2004","2004",25401,,
"IN06TE","6. Operating expenses","ALL","All banks","ESP","Spain","2005","2005",24267,,
"IN06TE","6. Operating expenses","ALL","All banks","ESP","Spain","2006","2006",26001,,
"IN06TE","6. Operating expenses","ALL","All banks","ESP","Spain","2007","2007",28774,,
"IN06TE","6. Operating expenses","ALL","All banks","ESP","Spain","2008","2008",30210,,
"IN06TE","6. Operating expenses","ALL","All banks","ESP","Spain","2009","2009",30137,,
"IN06TE","6. Operating expenses","ALL","All banks","SWE","Sweden","1999","1999",52124,,
"IN06TE","6. Operating expenses","ALL","All banks","SWE","Sweden","2000","2000",53474,,
"IN06TE","6. Operating expenses","ALL","All banks","SWE","Sweden","2001","2001",57212,,
"IN06TE","6. Operating expenses","ALL","All banks","SWE","Sweden","2002","2002",52472,,
"IN06TE","6. Operating expenses","ALL","All banks","SWE","Sweden","2003","2003",50807,,
"IN06TE","6. Operating expenses","ALL","All banks","SWE","Sweden","2004","2004",55641,,
"IN06TE","6. Operating expenses","ALL","All banks","SWE","Sweden","2005","2005",58800,,
"IN06TE","6. Operating expenses","ALL","All banks","SWE","Sweden","2006","2006",64342,,
"IN06TE","6. Operating expenses","ALL","All banks","SWE","Sweden","2007","2007",72322,,
"IN06TE","6. Operating expenses","ALL","All banks","SWE","Sweden","2008","2008",78958,,
"IN06TE","6. Operating expenses","ALL","All banks","SWE","Sweden","2009","2009",79736,,
"IN06TE","6. Operating expenses","ALL","All banks","CHE","Switzerland","1999","1999",33299,,
"IN06TE","6. Operating expenses","ALL","All banks","CHE","Switzerland","2000","2000",37898,,
"IN06TE","6. Operating expenses","ALL","All banks","CHE","Switzerland","2001","2001",36555,,
"IN06TE","6. Operating expenses","ALL","All banks","CHE","Switzerland","2002","2002",34563,,
"IN06TE","6. Operating expenses","ALL","All banks","CHE","Switzerland","2003","2003",33255,,
"IN06TE","6. Operating expenses","ALL","All banks","CHE","Switzerland","2004","2004",35181,,
"IN06TE","6. Operating expenses","ALL","All banks","CHE","Switzerland","2005","2005",38935,,
"IN06TE","6. Operating expenses","ALL","All banks","CHE","Switzerland","2006","2006",43170,,
"IN06TE","6. Operating expenses","ALL","All banks","CHE","Switzerland","2007","2007",46040,,
"IN06TE","6. Operating expenses","ALL","All banks","CHE","Switzerland","2008","2008",39345,,
"IN06TE","6. Operating expenses","ALL","All banks","CHE","Switzerland","2009","2009",41064,,
"IN06TE","6. Operating expenses","ALL","All banks","USA","United States","1999","1999",242083.059,,
"IN06TE","6. Operating expenses","ALL","All banks","USA","United States","2000","2000",256808.63,,
"IN06TE","6. Operating expenses","ALL","All banks","USA","United States","2001","2001",268359.996,,
"IN06TE","6. Operating expenses","ALL","All banks","USA","United States","2002","2002",278866.084,,
"IN06TE","6. Operating expenses","ALL","All banks","USA","United States","2003","2003",294115.291,,
"IN06TE","6. Operating expenses","ALL","All banks","USA","United States","2004","2004",309317.365,,
"IN06TE","6. Operating expenses","ALL","All banks","USA","United States","2005","2005",333453.018,,
"IN06TE","6. Operating expenses","ALL","All banks","USA","United States","2006","2006",357616.792,,
"IN06TE","6. Operating expenses","ALL","All banks","USA","United States","2007","2007",392556.808,,
"IN06TE","6. Operating expenses","ALL","All banks","USA","United States","2008","2008",403322.98,,
"IN06TE","6. Operating expenses","ALL","All banks","USA","United States","2009","2009",412305.202,,
"IN06TE","6. Operating expenses","ALL","All banks","CHL","Chile","1999","1999",1020816.534,,
"IN06TE","6. Operating expenses","ALL","All banks","CHL","Chile","2000","2000",1093527.835,,
"IN06TE","6. Operating expenses","ALL","All banks","CHL","Chile","2001","2001",1181472.432,,
"IN06TE","6. Operating expenses","ALL","All banks","CHL","Chile","2002","2002",1230648.744,,
"IN06TE","6. Operating expenses","ALL","All banks","CHL","Chile","2003","2003",1223986.209,,
"IN06TE","6. Operating expenses","ALL","All banks","CHL","Chile","2004","2004",1291065.717,,
"IN06TE","6. Operating expenses","ALL","All banks","CHL","Chile","2005","2005",1378439.484,,
"IN06TE","6. Operating expenses","ALL","All banks","CHL","Chile","2006","2006",1507464.714,,
"IN06TE","6. Operating expenses","ALL","All banks","CHL","Chile","2007","2007",1657205.077,,
"IN06TE","6. Operating expenses","ALL","All banks","CHL","Chile","2008","2008",2466448,,
"IN06TE","6. Operating expenses","ALL","All banks","CHL","Chile","2009","2009",2418651,,
"IN06TE","6. Operating expenses","ALL","All banks","EST","Estonia","1999","1999",128.795,,
"IN06TE","6. Operating expenses","ALL","All banks","EST","Estonia","2000","2000",140.244,,
"IN06TE","6. Operating expenses","ALL","All banks","EST","Estonia","2001","2001",148.07,,
"IN06TE","6. Operating expenses","ALL","All banks","EST","Estonia","2002","2002",151.428,,
"IN06TE","6. Operating expenses","ALL","All banks","EST","Estonia","2003","2003",140.901,,
"IN06TE","6. Operating expenses","ALL","All banks","EST","Estonia","2004","2004",156.371,,
"IN06TE","6. Operating expenses","ALL","All banks","EST","Estonia","2005","2005",188.082,,
"IN06TE","6. Operating expenses","ALL","All banks","EST","Estonia","2006","2006",233.12,,
"IN06TE","6. Operating expenses","ALL","All banks","EST","Estonia","2007","2007",308.014,,
"IN06TE","6. Operating expenses","ALL","All banks","EST","Estonia","2008","2008",297.865,,
"IN06TE","6. Operating expenses","ALL","All banks","EST","Estonia","2009","2009",322.156,,
"IN06TE","6. Operating expenses","ALL","All banks","ISR","Israel","2000","2000",18552.66,,
"IN06TE","6. Operating expenses","ALL","All banks","ISR","Israel","2001","2001",18336.637,,
"IN06TE","6. Operating expenses","ALL","All banks","ISR","Israel","2002","2002",17901.046,,
"IN06TE","6. Operating expenses","ALL","All banks","ISR","Israel","2003","2003",18572.3,,
"IN06TE","6. Operating expenses","ALL","All banks","ISR","Israel","2004","2004",19604,,
"IN06TE","6. Operating expenses","ALL","All banks","ISR","Israel","2005","2005",22034.7,,
"IN06TE","6. Operating expenses","ALL","All banks","ISR","Israel","2006","2006",24675.8,,
"IN06TE","6. Operating expenses","ALL","All banks","ISR","Israel","2007","2007",25105.1,,
"IN06TE","6. Operating expenses","ALL","All banks","ISR","Israel","2008","2008",26127.1,,
"IN06TE","6. Operating expenses","ALL","All banks","ISR","Israel","2009","2009",26303.6,,
"IN06TE","6. Operating expenses","ALL","All banks","RUS","Russia","2004","2004",369926.727,,
"IN06TE","6. Operating expenses","ALL","All banks","RUS","Russia","2005","2005",493379.179,,
"IN06TE","6. Operating expenses","ALL","All banks","RUS","Russia","2006","2006",742450.531,,
"IN06TE","6. Operating expenses","ALL","All banks","RUS","Russia","2007","2007",970763.568,,
"IN06TE","6. Operating expenses","ALL","All banks","RUS","Russia","2008","2008",1645388.612,,
"IN06TE","6. Operating expenses","ALL","All banks","RUS","Russia","2009","2009",1476033.041,,
"IN06TE","6. Operating expenses","ALL","All banks","SVN","Slovenia","2002","2002",640.514,,
"IN06TE","6. Operating expenses","ALL","All banks","SVN","Slovenia","2003","2003",679.344,,
"IN06TE","6. Operating expenses","ALL","All banks","SVN","Slovenia","2004","2004",699.995,,
"IN06TE","6. Operating expenses","ALL","All banks","SVN","Slovenia","2005","2005",748.424,,
"IN06TE","6. Operating expenses","ALL","All banks","SVN","Slovenia","2006","2006",829.334,,
"IN06TE","6. Operating expenses","ALL","All banks","SVN","Slovenia","2007","2007",940.518,,
"IN06TE","6. Operating expenses","ALL","All banks","SVN","Slovenia","2008","2008",983.938,,
"IN06TE","6. Operating expenses","ALL","All banks","SVN","Slovenia","2009","2009",978.461,,
"IN06AE","6.a. Staff costs","ALL","All banks","AUT","Austria","1999","1999",4355.501,,
"IN06AE","6.a. Staff costs","ALL","All banks","AUT","Austria","2000","2000",4451.066,,
"IN06AE","6.a. Staff costs","ALL","All banks","AUT","Austria","2001","2001",4646.483,,
"IN06AE","6.a. Staff costs","ALL","All banks","AUT","Austria","2002","2002",4727.731,,
"IN06AE","6.a. Staff costs","ALL","All banks","AUT","Austria","2003","2003",4746,,
"IN06AE","6.a. Staff costs","ALL","All banks","AUT","Austria","2004","2004",4842,,
"IN06AE","6.a. Staff costs","ALL","All banks","AUT","Austria","2005","2005",5005,,
"IN06AE","6.a. Staff costs","ALL","All banks","AUT","Austria","2006","2006",5423,,
"IN06AE","6.a. Staff costs","ALL","All banks","AUT","Austria","2007","2007",5416,,
"IN06AE","6.a. Staff costs","ALL","All banks","AUT","Austria","2008","2008",5696,,
